basketId,Member_number,Date,itemId,itemDescription
3502,1937,2015-10-17T00:00:00.000Z,96,newspapers
3502,1937,2015-10-17T00:00:00.000Z,161,whipped/sour cream
3502,1937,2015-10-17T00:00:00.000Z,165,whole milk
3503,1938,2014-03-13T00:00:00.000Z,144,specialty bar
3503,1938,2014-03-13T00:00:00.000Z,157,tropical fruit
3503,1938,2014-03-13T00:00:00.000Z,165,whole milk
3504,1938,2014-08-21T00:00:00.000Z,106,pastry
3504,1938,2014-08-21T00:00:00.000Z,157,tropical fruit
3505,1938,2014-09-25T00:00:00.000Z,13,bottled water
3505,1938,2014-09-25T00:00:00.000Z,16,butter
3505,1938,2014-09-25T00:00:00.000Z,139,soda
3506,1938,2015-05-08T00:00:00.000Z,112,pork
3506,1938,2015-05-08T00:00:00.000Z,123,rolls/buns
3507,1939,2014-02-02T00:00:00.000Z,123,rolls/buns
3507,1939,2014-02-02T00:00:00.000Z,161,whipped/sour cream
3508,1939,2014-03-28T00:00:00.000Z,64,frozen vegetables
3508,1939,2014-03-28T00:00:00.000Z,134,shopping bags
3508,1939,2014-03-28T00:00:00.000Z,166,yogurt
3509,1939,2015-07-02T00:00:00.000Z,35,coffee
3509,1939,2015-07-02T00:00:00.000Z,157,tropical fruit
3510,1939,2015-07-15T00:00:00.000Z,86,long life bakery product
3510,1939,2015-07-15T00:00:00.000Z,157,tropical fruit
3510,1939,2015-07-15T00:00:00.000Z,165,whole milk
3511,1939,2015-10-30T00:00:00.000Z,35,coffee
3511,1939,2015-10-30T00:00:00.000Z,96,newspapers
3511,1939,2015-10-30T00:00:00.000Z,124,root vegetables
3511,1939,2015-10-30T00:00:00.000Z,136,sliced cheese
3512,1940,2014-02-09T00:00:00.000Z,140,soft cheese
3512,1940,2014-02-09T00:00:00.000Z,166,yogurt
3513,1940,2014-09-26T00:00:00.000Z,29,chocolate
3513,1940,2014-09-26T00:00:00.000Z,74,hygiene articles
3514,1940,2015-02-14T00:00:00.000Z,9,beef
3514,1940,2015-02-14T00:00:00.000Z,27,chewing gum
3514,1940,2015-02-14T00:00:00.000Z,50,domestic eggs
3515,1940,2015-06-04T00:00:00.000Z,123,rolls/buns
3515,1940,2015-06-04T00:00:00.000Z,165,whole milk
3516,1940,2015-11-18T00:00:00.000Z,9,beef
3516,1940,2015-11-18T00:00:00.000Z,29,chocolate
3517,1941,2014-01-29T00:00:00.000Z,123,rolls/buns
3517,1941,2014-01-29T00:00:00.000Z,165,whole milk
3518,1941,2015-09-16T00:00:00.000Z,95,napkins
3518,1941,2015-09-16T00:00:00.000Z,103,other vegetables
3518,1941,2015-09-16T00:00:00.000Z,113,pot plants
3519,1942,2014-07-22T00:00:00.000Z,64,frozen vegetables
3519,1942,2014-07-22T00:00:00.000Z,110,pip fruit
3520,1942,2014-10-15T00:00:00.000Z,69,hamburger meat
3520,1942,2014-10-15T00:00:00.000Z,100,onions
3521,1943,2014-09-16T00:00:00.000Z,2,UHT-milk
3521,1943,2014-09-16T00:00:00.000Z,2,UHT-milk
3522,1943,2015-01-07T00:00:00.000Z,21,canned beer
3522,1943,2015-01-07T00:00:00.000Z,23,canned fruit
3522,1943,2015-01-07T00:00:00.000Z,69,hamburger meat
3522,1943,2015-01-07T00:00:00.000Z,103,other vegetables
3523,1943,2015-01-14T00:00:00.000Z,2,UHT-milk
3523,1943,2015-01-14T00:00:00.000Z,12,bottled beer
3523,1943,2015-01-14T00:00:00.000Z,22,canned fish
3523,1943,2015-01-14T00:00:00.000Z,28,chicken
3523,1943,2015-01-14T00:00:00.000Z,34,cocoa drinks
3523,1943,2015-01-14T00:00:00.000Z,57,frankfurter
3523,1943,2015-01-14T00:00:00.000Z,100,onions
3523,1943,2015-01-14T00:00:00.000Z,165,whole milk
3524,1943,2015-03-24T00:00:00.000Z,13,bottled water
3524,1943,2015-03-24T00:00:00.000Z,83,liquor
3525,1943,2015-09-30T00:00:00.000Z,114,potato products
3525,1943,2015-09-30T00:00:00.000Z,157,tropical fruit
3525,1943,2015-09-30T00:00:00.000Z,165,whole milk
3525,1943,2015-09-30T00:00:00.000Z,165,whole milk
3526,1944,2014-08-10T00:00:00.000Z,18,cake bar
3526,1944,2014-08-10T00:00:00.000Z,112,pork
3527,1944,2015-08-31T00:00:00.000Z,161,whipped/sour cream
3527,1944,2015-08-31T00:00:00.000Z,165,whole milk
3528,1945,2014-11-05T00:00:00.000Z,161,whipped/sour cream
3528,1945,2014-11-05T00:00:00.000Z,166,yogurt
3529,1945,2014-12-02T00:00:00.000Z,65,fruit/vegetable juice
3529,1945,2014-12-02T00:00:00.000Z,99,oil
3530,1945,2015-02-05T00:00:00.000Z,13,bottled water
3530,1945,2015-02-05T00:00:00.000Z,41,curd
3530,1945,2015-02-05T00:00:00.000Z,103,other vegetables
3530,1945,2015-02-05T00:00:00.000Z,157,tropical fruit
3531,1945,2015-04-24T00:00:00.000Z,21,canned beer
3531,1945,2015-04-24T00:00:00.000Z,161,whipped/sour cream
3532,1945,2015-04-30T00:00:00.000Z,29,chocolate
3532,1945,2015-04-30T00:00:00.000Z,69,hamburger meat
3532,1945,2015-04-30T00:00:00.000Z,103,other vegetables
3532,1945,2015-04-30T00:00:00.000Z,165,whole milk
3533,1946,2014-03-08T00:00:00.000Z,100,onions
3533,1946,2014-03-08T00:00:00.000Z,165,whole milk
3534,1946,2014-04-29T00:00:00.000Z,37,cooking chocolate
3534,1946,2014-04-29T00:00:00.000Z,134,shopping bags
3535,1946,2014-11-08T00:00:00.000Z,91,meat
3535,1946,2014-11-08T00:00:00.000Z,161,whipped/sour cream
3536,1946,2014-11-14T00:00:00.000Z,45,dessert
3536,1946,2014-11-14T00:00:00.000Z,134,shopping bags
3537,1946,2015-01-25T00:00:00.000Z,40,cream cheese 
3537,1946,2015-01-25T00:00:00.000Z,165,whole milk
3538,1946,2015-12-08T00:00:00.000Z,20,candy
3538,1946,2015-12-08T00:00:00.000Z,106,pastry
3539,1947,2014-01-07T00:00:00.000Z,10,berries
3539,1947,2014-01-07T00:00:00.000Z,146,specialty chocolate
3539,1947,2014-01-07T00:00:00.000Z,163,white bread
3539,1947,2014-01-07T00:00:00.000Z,165,whole milk
3540,1947,2014-02-27T00:00:00.000Z,21,canned beer
3540,1947,2014-02-27T00:00:00.000Z,89,margarine
3540,1947,2014-02-27T00:00:00.000Z,103,other vegetables
3541,1947,2014-07-16T00:00:00.000Z,12,bottled beer
3541,1947,2014-07-16T00:00:00.000Z,165,whole milk
3542,1948,2014-01-04T00:00:00.000Z,103,other vegetables
3542,1948,2014-01-04T00:00:00.000Z,103,other vegetables
3543,1948,2014-05-31T00:00:00.000Z,2,UHT-milk
3543,1948,2014-05-31T00:00:00.000Z,31,citrus fruit
3543,1948,2014-05-31T00:00:00.000Z,166,yogurt
3544,1948,2014-09-23T00:00:00.000Z,71,herbs
3544,1948,2014-09-23T00:00:00.000Z,165,whole milk
3544,1948,2014-09-23T00:00:00.000Z,165,whole milk
3545,1948,2014-11-02T00:00:00.000Z,13,bottled water
3545,1948,2014-11-02T00:00:00.000Z,69,hamburger meat
3545,1948,2014-11-02T00:00:00.000Z,106,pastry
3546,1948,2015-05-06T00:00:00.000Z,7,baking powder
3546,1948,2015-05-06T00:00:00.000Z,64,frozen vegetables
3546,1948,2015-05-06T00:00:00.000Z,107,pet care
3546,1948,2015-05-06T00:00:00.000Z,166,yogurt
3547,1948,2015-08-25T00:00:00.000Z,45,dessert
3547,1948,2015-08-25T00:00:00.000Z,57,frankfurter
3547,1948,2015-08-25T00:00:00.000Z,89,margarine
3547,1948,2015-08-25T00:00:00.000Z,110,pip fruit
3547,1948,2015-08-25T00:00:00.000Z,139,soda
3547,1948,2015-08-25T00:00:00.000Z,165,whole milk
3547,1948,2015-08-25T00:00:00.000Z,166,yogurt
3548,1949,2014-04-13T00:00:00.000Z,20,candy
3548,1949,2014-04-13T00:00:00.000Z,25,cat food
3549,1949,2014-10-18T00:00:00.000Z,95,napkins
3549,1949,2014-10-18T00:00:00.000Z,133,semi-finished bread
3550,1949,2015-03-06T00:00:00.000Z,10,berries
3550,1949,2015-03-06T00:00:00.000Z,68,ham
3551,1949,2015-03-17T00:00:00.000Z,157,tropical fruit
3551,1949,2015-03-17T00:00:00.000Z,165,whole milk
3552,1949,2015-04-11T00:00:00.000Z,95,napkins
3552,1949,2015-04-11T00:00:00.000Z,123,rolls/buns
3552,1949,2015-04-11T00:00:00.000Z,128,salt
3552,1949,2015-04-11T00:00:00.000Z,139,soda
3553,1949,2015-07-22T00:00:00.000Z,21,canned beer
3553,1949,2015-07-22T00:00:00.000Z,64,frozen vegetables
3553,1949,2015-07-22T00:00:00.000Z,139,soda
3554,1950,2014-09-09T00:00:00.000Z,45,dessert
3554,1950,2014-09-09T00:00:00.000Z,103,other vegetables
3555,1950,2014-10-11T00:00:00.000Z,123,rolls/buns
3555,1950,2014-10-11T00:00:00.000Z,151,sugar
3556,1950,2015-06-14T00:00:00.000Z,103,other vegetables
3556,1950,2015-06-14T00:00:00.000Z,136,sliced cheese
3557,1950,2015-10-23T00:00:00.000Z,64,frozen vegetables
3557,1950,2015-10-23T00:00:00.000Z,131,sausage
3558,1950,2015-11-11T00:00:00.000Z,103,other vegetables
3558,1950,2015-11-11T00:00:00.000Z,165,whole milk
3559,1951,2014-06-23T00:00:00.000Z,41,curd
3559,1951,2014-06-23T00:00:00.000Z,60,frozen fish
3560,1951,2014-07-27T00:00:00.000Z,12,bottled beer
3560,1951,2014-07-27T00:00:00.000Z,95,napkins
3561,1951,2015-10-22T00:00:00.000Z,71,herbs
3561,1951,2015-10-22T00:00:00.000Z,123,rolls/buns
3562,1952,2015-03-23T00:00:00.000Z,21,canned beer
3562,1952,2015-03-23T00:00:00.000Z,74,hygiene articles
3562,1952,2015-03-23T00:00:00.000Z,157,tropical fruit
3563,1952,2015-11-23T00:00:00.000Z,52,finished products
3563,1952,2015-11-23T00:00:00.000Z,100,onions
3563,1952,2015-11-23T00:00:00.000Z,105,pasta
3563,1952,2015-11-23T00:00:00.000Z,106,pastry
3563,1952,2015-11-23T00:00:00.000Z,112,pork
3563,1952,2015-11-23T00:00:00.000Z,139,soda
3563,1952,2015-11-23T00:00:00.000Z,157,tropical fruit
3564,1953,2015-03-09T00:00:00.000Z,9,beef
3564,1953,2015-03-09T00:00:00.000Z,31,citrus fruit
3564,1953,2015-03-09T00:00:00.000Z,107,pet care
3564,1953,2015-03-09T00:00:00.000Z,165,whole milk
3565,1954,2014-06-13T00:00:00.000Z,48,dishes
3565,1954,2014-06-13T00:00:00.000Z,116,processed cheese
3566,1954,2014-08-16T00:00:00.000Z,35,coffee
3566,1954,2014-08-16T00:00:00.000Z,69,hamburger meat
3567,1954,2015-08-06T00:00:00.000Z,12,bottled beer
3567,1954,2015-08-06T00:00:00.000Z,21,canned beer
3567,1954,2015-08-06T00:00:00.000Z,22,canned fish
3567,1954,2015-08-06T00:00:00.000Z,100,onions
3567,1954,2015-08-06T00:00:00.000Z,112,pork
3567,1954,2015-08-06T00:00:00.000Z,134,shopping bags
3567,1954,2015-08-06T00:00:00.000Z,165,whole milk
3568,1955,2014-06-03T00:00:00.000Z,95,napkins
3568,1955,2014-06-03T00:00:00.000Z,134,shopping bags
3569,1955,2014-06-22T00:00:00.000Z,26,cereals
3569,1955,2014-06-22T00:00:00.000Z,139,soda
3570,1955,2014-11-16T00:00:00.000Z,123,rolls/buns
3570,1955,2014-11-16T00:00:00.000Z,166,yogurt
3571,1955,2015-02-13T00:00:00.000Z,123,rolls/buns
3571,1955,2015-02-13T00:00:00.000Z,131,sausage
3572,1956,2014-01-13T00:00:00.000Z,16,butter
3572,1956,2014-01-13T00:00:00.000Z,97,nut snack
3573,1957,2014-03-20T00:00:00.000Z,10,berries
3573,1957,2014-03-20T00:00:00.000Z,124,root vegetables
3574,1957,2015-01-31T00:00:00.000Z,116,processed cheese
3574,1957,2015-01-31T00:00:00.000Z,124,root vegetables
3575,1958,2014-06-16T00:00:00.000Z,4,artif. sweetener
3575,1958,2014-06-16T00:00:00.000Z,103,other vegetables
3575,1958,2014-06-16T00:00:00.000Z,165,whole milk
3576,1958,2015-07-03T00:00:00.000Z,10,berries
3576,1958,2015-07-03T00:00:00.000Z,40,cream cheese 
3576,1958,2015-07-03T00:00:00.000Z,69,hamburger meat
3576,1958,2015-07-03T00:00:00.000Z,83,liquor
3577,1959,2014-03-23T00:00:00.000Z,110,pip fruit
3577,1959,2014-03-23T00:00:00.000Z,123,rolls/buns
3578,1959,2014-05-02T00:00:00.000Z,124,root vegetables
3578,1959,2014-05-02T00:00:00.000Z,141,softener
3579,1959,2015-03-19T00:00:00.000Z,31,citrus fruit
3579,1959,2015-03-19T00:00:00.000Z,103,other vegetables
3580,1959,2015-03-30T00:00:00.000Z,13,bottled water
3580,1959,2015-03-30T00:00:00.000Z,65,fruit/vegetable juice
3580,1959,2015-03-30T00:00:00.000Z,69,hamburger meat
3580,1959,2015-03-30T00:00:00.000Z,140,soft cheese
3580,1959,2015-03-30T00:00:00.000Z,146,specialty chocolate
3581,1959,2015-05-15T00:00:00.000Z,133,semi-finished bread
3581,1959,2015-05-15T00:00:00.000Z,157,tropical fruit
3582,1959,2015-07-09T00:00:00.000Z,106,pastry
3582,1959,2015-07-09T00:00:00.000Z,124,root vegetables
3583,1959,2015-12-13T00:00:00.000Z,106,pastry
3583,1959,2015-12-13T00:00:00.000Z,113,pot plants
3583,1959,2015-12-13T00:00:00.000Z,165,whole milk
3583,1959,2015-12-13T00:00:00.000Z,166,yogurt
3584,1960,2015-01-09T00:00:00.000Z,28,chicken
3584,1960,2015-01-09T00:00:00.000Z,106,pastry
3584,1960,2015-01-09T00:00:00.000Z,123,rolls/buns
3584,1960,2015-01-09T00:00:00.000Z,166,yogurt
3585,1961,2014-01-13T00:00:00.000Z,64,frozen vegetables
3585,1961,2014-01-13T00:00:00.000Z,151,sugar
3586,1961,2014-01-16T00:00:00.000Z,157,tropical fruit
3586,1961,2014-01-16T00:00:00.000Z,166,yogurt
3587,1961,2014-04-06T00:00:00.000Z,64,frozen vegetables
3587,1961,2014-04-06T00:00:00.000Z,103,other vegetables
3588,1961,2014-07-06T00:00:00.000Z,31,citrus fruit
3588,1961,2014-07-06T00:00:00.000Z,123,rolls/buns
3589,1961,2015-06-21T00:00:00.000Z,47,dish cleaner
3589,1961,2015-06-21T00:00:00.000Z,103,other vegetables
3590,1961,2015-12-15T00:00:00.000Z,15,brown bread
3590,1961,2015-12-15T00:00:00.000Z,123,rolls/buns
3591,1962,2014-06-14T00:00:00.000Z,112,pork
3591,1962,2014-06-14T00:00:00.000Z,139,soda
3592,1962,2015-04-05T00:00:00.000Z,62,frozen meals
3592,1962,2015-04-05T00:00:00.000Z,74,hygiene articles
3592,1962,2015-04-05T00:00:00.000Z,103,other vegetables
3592,1962,2015-04-05T00:00:00.000Z,123,rolls/buns
3592,1962,2015-04-05T00:00:00.000Z,131,sausage
3592,1962,2015-04-05T00:00:00.000Z,157,tropical fruit
3593,1962,2015-06-08T00:00:00.000Z,31,citrus fruit
3593,1962,2015-06-08T00:00:00.000Z,157,tropical fruit
3594,1963,2015-12-30T00:00:00.000Z,31,citrus fruit
3594,1963,2015-12-30T00:00:00.000Z,166,yogurt
3595,1964,2014-03-18T00:00:00.000Z,50,domestic eggs
3595,1964,2014-03-18T00:00:00.000Z,70,hard cheese
3595,1964,2014-03-18T00:00:00.000Z,74,hygiene articles
3595,1964,2014-03-18T00:00:00.000Z,110,pip fruit
3596,1964,2014-03-23T00:00:00.000Z,103,other vegetables
3596,1964,2014-03-23T00:00:00.000Z,157,tropical fruit
3597,1964,2014-08-30T00:00:00.000Z,109,pickled vegetables
3597,1964,2014-08-30T00:00:00.000Z,134,shopping bags
3598,1964,2014-12-01T00:00:00.000Z,15,brown bread
3598,1964,2014-12-01T00:00:00.000Z,139,soda
3599,1965,2014-01-02T00:00:00.000Z,27,chewing gum
3599,1965,2014-01-02T00:00:00.000Z,166,yogurt
3600,1965,2015-08-04T00:00:00.000Z,69,hamburger meat
3600,1965,2015-08-04T00:00:00.000Z,103,other vegetables
3601,1966,2014-02-14T00:00:00.000Z,64,frozen vegetables
3601,1966,2014-02-14T00:00:00.000Z,66,grapes
3601,1966,2014-02-14T00:00:00.000Z,159,vinegar
3602,1966,2014-02-15T00:00:00.000Z,92,meat spreads
3602,1966,2014-02-15T00:00:00.000Z,103,other vegetables
3602,1966,2014-02-15T00:00:00.000Z,145,specialty cheese
3603,1966,2014-08-18T00:00:00.000Z,21,canned beer
3603,1966,2014-08-18T00:00:00.000Z,166,yogurt
3604,1966,2014-09-20T00:00:00.000Z,40,cream cheese 
3604,1966,2014-09-20T00:00:00.000Z,163,white bread
3605,1966,2014-09-23T00:00:00.000Z,70,hard cheese
3605,1966,2014-09-23T00:00:00.000Z,123,rolls/buns
3606,1966,2014-10-10T00:00:00.000Z,13,bottled water
3606,1966,2014-10-10T00:00:00.000Z,165,whole milk
3607,1966,2014-10-23T00:00:00.000Z,103,other vegetables
3607,1966,2014-10-23T00:00:00.000Z,163,white bread
3608,1967,2014-10-07T00:00:00.000Z,103,other vegetables
3608,1967,2014-10-07T00:00:00.000Z,139,soda
3609,1967,2014-11-03T00:00:00.000Z,44,dental care
3609,1967,2014-11-03T00:00:00.000Z,65,fruit/vegetable juice
3610,1967,2015-01-20T00:00:00.000Z,15,brown bread
3610,1967,2015-01-20T00:00:00.000Z,70,hard cheese
3610,1967,2015-01-20T00:00:00.000Z,103,other vegetables
3610,1967,2015-01-20T00:00:00.000Z,160,waffles
3610,1967,2015-01-20T00:00:00.000Z,165,whole milk
3611,1967,2015-06-23T00:00:00.000Z,132,seasonal products
3611,1967,2015-06-23T00:00:00.000Z,165,whole milk
3612,1967,2015-09-03T00:00:00.000Z,57,frankfurter
3612,1967,2015-09-03T00:00:00.000Z,100,onions
3613,1967,2015-10-27T00:00:00.000Z,66,grapes
3613,1967,2015-10-27T00:00:00.000Z,131,sausage
3614,1968,2015-01-10T00:00:00.000Z,157,tropical fruit
3614,1968,2015-01-10T00:00:00.000Z,167,zwieback
3615,1968,2015-02-16T00:00:00.000Z,62,frozen meals
3615,1968,2015-02-16T00:00:00.000Z,165,whole milk
3616,1968,2015-08-21T00:00:00.000Z,70,hard cheese
3616,1968,2015-08-21T00:00:00.000Z,89,margarine
3616,1968,2015-08-21T00:00:00.000Z,123,rolls/buns
3617,1968,2015-10-03T00:00:00.000Z,31,citrus fruit
3617,1968,2015-10-03T00:00:00.000Z,96,newspapers
3617,1968,2015-10-03T00:00:00.000Z,106,pastry
3617,1968,2015-10-03T00:00:00.000Z,165,whole milk
3618,1969,2014-01-05T00:00:00.000Z,25,cat food
3618,1969,2014-01-05T00:00:00.000Z,65,fruit/vegetable juice
3618,1969,2014-01-05T00:00:00.000Z,77,jam
3618,1969,2014-01-05T00:00:00.000Z,103,other vegetables
3619,1969,2014-02-10T00:00:00.000Z,112,pork
3619,1969,2014-02-10T00:00:00.000Z,123,rolls/buns
3620,1969,2014-08-28T00:00:00.000Z,12,bottled beer
3620,1969,2014-08-28T00:00:00.000Z,103,other vegetables
3621,1969,2015-02-11T00:00:00.000Z,31,citrus fruit
3621,1969,2015-02-11T00:00:00.000Z,64,frozen vegetables
3621,1969,2015-02-11T00:00:00.000Z,103,other vegetables
3621,1969,2015-02-11T00:00:00.000Z,160,waffles
3622,1969,2015-07-23T00:00:00.000Z,31,citrus fruit
3622,1969,2015-07-23T00:00:00.000Z,131,sausage
3623,1970,2014-01-29T00:00:00.000Z,31,citrus fruit
3623,1970,2014-01-29T00:00:00.000Z,161,whipped/sour cream
3624,1970,2014-02-22T00:00:00.000Z,41,curd
3624,1970,2014-02-22T00:00:00.000Z,139,soda
3625,1970,2014-06-05T00:00:00.000Z,15,brown bread
3625,1970,2014-06-05T00:00:00.000Z,163,white bread
3625,1970,2014-06-05T00:00:00.000Z,165,whole milk
3626,1970,2014-06-11T00:00:00.000Z,68,ham
3626,1970,2014-06-11T00:00:00.000Z,106,pastry
3627,1971,2014-05-28T00:00:00.000Z,45,dessert
3627,1971,2014-05-28T00:00:00.000Z,164,white wine
3628,1971,2015-08-16T00:00:00.000Z,65,fruit/vegetable juice
3628,1971,2015-08-16T00:00:00.000Z,131,sausage
3629,1971,2015-09-18T00:00:00.000Z,13,bottled water
3629,1971,2015-09-18T00:00:00.000Z,41,curd
3629,1971,2015-09-18T00:00:00.000Z,62,frozen meals
3629,1971,2015-09-18T00:00:00.000Z,131,sausage
3630,1972,2014-05-02T00:00:00.000Z,12,bottled beer
3630,1972,2014-05-02T00:00:00.000Z,161,whipped/sour cream
3631,1972,2015-06-02T00:00:00.000Z,65,fruit/vegetable juice
3631,1972,2015-06-02T00:00:00.000Z,105,pasta
3631,1972,2015-06-02T00:00:00.000Z,112,pork
3632,1973,2015-10-24T00:00:00.000Z,9,beef
3632,1973,2015-10-24T00:00:00.000Z,146,specialty chocolate
3633,1974,2015-05-03T00:00:00.000Z,15,brown bread
3633,1974,2015-05-03T00:00:00.000Z,53,fish
3633,1974,2015-05-03T00:00:00.000Z,62,frozen meals
3633,1974,2015-05-03T00:00:00.000Z,104,packaged fruit/vegetables
3633,1974,2015-05-03T00:00:00.000Z,146,specialty chocolate
3634,1975,2014-01-09T00:00:00.000Z,123,rolls/buns
3634,1975,2014-01-09T00:00:00.000Z,142,soups
3635,1975,2015-09-26T00:00:00.000Z,124,root vegetables
3635,1975,2015-09-26T00:00:00.000Z,166,yogurt
3636,1976,2015-10-14T00:00:00.000Z,13,bottled water
3636,1976,2015-10-14T00:00:00.000Z,103,other vegetables
3636,1976,2015-10-14T00:00:00.000Z,124,root vegetables
3637,1977,2015-01-12T00:00:00.000Z,9,beef
3637,1977,2015-01-12T00:00:00.000Z,21,canned beer
3637,1977,2015-01-12T00:00:00.000Z,165,whole milk
3638,1978,2014-02-22T00:00:00.000Z,38,cookware
3638,1978,2014-02-22T00:00:00.000Z,166,yogurt
3639,1978,2014-10-15T00:00:00.000Z,158,turkey
3639,1978,2014-10-15T00:00:00.000Z,166,yogurt
3640,1978,2015-03-06T00:00:00.000Z,9,beef
3640,1978,2015-03-06T00:00:00.000Z,15,brown bread
3641,1979,2014-04-12T00:00:00.000Z,15,brown bread
3641,1979,2014-04-12T00:00:00.000Z,15,brown bread
3642,1979,2014-05-09T00:00:00.000Z,13,bottled water
3642,1979,2014-05-09T00:00:00.000Z,163,white bread
3643,1979,2014-08-07T00:00:00.000Z,9,beef
3643,1979,2014-08-07T00:00:00.000Z,46,detergent
3643,1979,2014-08-07T00:00:00.000Z,165,whole milk
3644,1979,2014-09-07T00:00:00.000Z,124,root vegetables
3644,1979,2014-09-07T00:00:00.000Z,165,whole milk
3645,1979,2014-12-16T00:00:00.000Z,17,butter milk
3645,1979,2014-12-16T00:00:00.000Z,129,salty snack
3646,1979,2015-09-09T00:00:00.000Z,64,frozen vegetables
3646,1979,2015-09-09T00:00:00.000Z,112,pork
3647,1979,2015-11-20T00:00:00.000Z,62,frozen meals
3647,1979,2015-11-20T00:00:00.000Z,166,yogurt
3648,1979,2015-11-21T00:00:00.000Z,71,herbs
3648,1979,2015-11-21T00:00:00.000Z,106,pastry
3649,1980,2014-05-14T00:00:00.000Z,10,berries
3649,1980,2014-05-14T00:00:00.000Z,31,citrus fruit
3650,1980,2014-07-17T00:00:00.000Z,30,chocolate marshmallow
3650,1980,2014-07-17T00:00:00.000Z,129,salty snack
3651,1980,2014-09-12T00:00:00.000Z,50,domestic eggs
3651,1980,2014-09-12T00:00:00.000Z,64,frozen vegetables
3652,1980,2014-11-21T00:00:00.000Z,54,flour
3652,1980,2014-11-21T00:00:00.000Z,163,white bread
3653,1980,2015-10-15T00:00:00.000Z,13,bottled water
3653,1980,2015-10-15T00:00:00.000Z,15,brown bread
3654,1981,2014-11-01T00:00:00.000Z,65,fruit/vegetable juice
3654,1981,2014-11-01T00:00:00.000Z,165,whole milk
3655,1981,2015-10-31T00:00:00.000Z,28,chicken
3655,1981,2015-10-31T00:00:00.000Z,146,specialty chocolate
3656,1982,2014-10-12T00:00:00.000Z,29,chocolate
3656,1982,2014-10-12T00:00:00.000Z,82,liqueur
3657,1982,2015-02-24T00:00:00.000Z,16,butter
3657,1982,2015-02-24T00:00:00.000Z,61,frozen fruits
3657,1982,2015-02-24T00:00:00.000Z,157,tropical fruit
3658,1982,2015-12-14T00:00:00.000Z,16,butter
3658,1982,2015-12-14T00:00:00.000Z,35,coffee
3659,1983,2014-05-19T00:00:00.000Z,69,hamburger meat
3659,1983,2014-05-19T00:00:00.000Z,165,whole milk
3660,1983,2014-06-26T00:00:00.000Z,110,pip fruit
3660,1983,2014-06-26T00:00:00.000Z,123,rolls/buns
3661,1983,2014-07-21T00:00:00.000Z,165,whole milk
3661,1983,2014-07-21T00:00:00.000Z,165,whole milk
3662,1983,2014-10-02T00:00:00.000Z,8,bathroom cleaner
3662,1983,2014-10-02T00:00:00.000Z,89,margarine
3663,1983,2015-05-20T00:00:00.000Z,116,processed cheese
3663,1983,2015-05-20T00:00:00.000Z,139,soda
3663,1983,2015-05-20T00:00:00.000Z,164,white wine
3664,1983,2015-07-06T00:00:00.000Z,10,berries
3664,1983,2015-07-06T00:00:00.000Z,69,hamburger meat
3665,1983,2015-08-09T00:00:00.000Z,75,ice cream
3665,1983,2015-08-09T00:00:00.000Z,106,pastry
3665,1983,2015-08-09T00:00:00.000Z,131,sausage
3666,1985,2014-05-18T00:00:00.000Z,45,dessert
3666,1985,2014-05-18T00:00:00.000Z,131,sausage
3666,1985,2014-05-18T00:00:00.000Z,165,whole milk
3667,1985,2014-06-06T00:00:00.000Z,13,bottled water
3667,1985,2014-06-06T00:00:00.000Z,17,butter milk
3668,1985,2015-11-26T00:00:00.000Z,13,bottled water
3668,1985,2015-11-26T00:00:00.000Z,123,rolls/buns
3668,1985,2015-11-26T00:00:00.000Z,165,whole milk
3669,1987,2014-10-29T00:00:00.000Z,65,fruit/vegetable juice
3669,1987,2014-10-29T00:00:00.000Z,123,rolls/buns
3669,1987,2014-10-29T00:00:00.000Z,166,yogurt
3670,1987,2014-12-26T00:00:00.000Z,29,chocolate
3670,1987,2014-12-26T00:00:00.000Z,86,long life bakery product
3671,1987,2015-10-15T00:00:00.000Z,31,citrus fruit
3671,1987,2015-10-15T00:00:00.000Z,50,domestic eggs
3671,1987,2015-10-15T00:00:00.000Z,95,napkins
3671,1987,2015-10-15T00:00:00.000Z,112,pork
3672,1988,2014-03-30T00:00:00.000Z,41,curd
3672,1988,2014-03-30T00:00:00.000Z,161,whipped/sour cream
3673,1988,2015-09-08T00:00:00.000Z,12,bottled beer
3673,1988,2015-09-08T00:00:00.000Z,13,bottled water
3673,1988,2015-09-08T00:00:00.000Z,66,grapes
3673,1988,2015-09-08T00:00:00.000Z,103,other vegetables
3674,1989,2015-09-09T00:00:00.000Z,94,mustard
3674,1989,2015-09-09T00:00:00.000Z,139,soda
3675,1990,2014-03-07T00:00:00.000Z,123,rolls/buns
3675,1990,2014-03-07T00:00:00.000Z,165,whole milk
3676,1990,2014-06-26T00:00:00.000Z,55,flower (seeds)
3676,1990,2014-06-26T00:00:00.000Z,166,yogurt
3677,1990,2015-08-01T00:00:00.000Z,31,citrus fruit
3677,1990,2015-08-01T00:00:00.000Z,157,tropical fruit
3678,1991,2014-03-12T00:00:00.000Z,35,coffee
3678,1991,2014-03-12T00:00:00.000Z,157,tropical fruit
3679,1991,2014-05-13T00:00:00.000Z,86,long life bakery product
3679,1991,2014-05-13T00:00:00.000Z,96,newspapers
3679,1991,2014-05-13T00:00:00.000Z,139,soda
3680,1991,2014-07-14T00:00:00.000Z,131,sausage
